code,processed_code
"for i in range 5 to 11 
  print i
print 'ha ha fout'
",% % % % % % % print % print % % % 
"for i in range 1 to 11
  print i
print 'wie niet weg is is gezien'
",% % % % % % % print % print % % % is is % 
"keuze is ask schere stein oder papier
print keuze",% is ask % % % % print % 
"for i in range 1 to 11
    print i",% % % % % % % print % 
"for i in range 1 to 6
    print i
print 'buut jan'
for h in range 6 to 11
    print h
print 'wie niet weg is is gezien'",% % % % % % % print % print % % % % % % % % % print % print % % % is is % 
"for i in range 1 to 11
  print i
print 'wie niet weg is is gezien'
print 'ik kom'",% % % % % % % print % print % % % is is % print % % 
"for i in range 1 to 10
  print i
print 'Thats good'
",% % % % % % % print % print % % 
"for a in range 1 to 20
    print a
print 'I wonder uyibhoza Nha'
",% % % % % % % print % print % % % % 
"for i in range 5 to 50
    print i
print 'Ready or Not here i Come Booby'
",% % % % % % % print % print % % % % % % % 
"for i in range 1 to 10
 print i
print 'Ready or not here i come'",% % % % % % % print % print % % % % % % 
"for i in range 1 to 6
    print i
print 'who is knocking at my door'",% % % % % % % print % print % is % % % % 
"player1 is rock, paper, scissors
print player1 at random
",% is % % % print % % % 
"player1 is rock, paper, scissors
print player1 at random
player2 is paper, scissors, rock
print player2 at random
",% is % % % print % % % % is % % % print % % % 
"numbers is i
for i in range 1 to 3
 print i
",% is % % % % % % % % print % 
"numbers is i
for i in range 1 to 3
 print i
print 'Ready or not here I come'",% is % % % % % % % % print % print % % % % % % 
"names is Ksam, Clamash, Gzitha
numbers is 4, 2, 3
print names at random needs to do numbers at random pushups",% is % % % % is % % % print % % % % % % % % % % 
"input is ask heads or tails
",% is ask % % % 
"
choices is Rock, Paper, Scissors
program is Player1
human is Player2

print program plays choices at random
print human plays choices at 2",% is % % % % is % % is % print % % % % % print % % % % % 
"restaurant is ask what restaurant  are you gonna be dine in ?
print 'Welcome to ' restaurant 
waiter is ask what is the name of the person that was serving you?
print 'My name is ' waiter ' and i will be serving you tonight'
name is ask what is the name of the first person that will be joining you?
print 'Hi ' name ' its nice to meet you'
name2 is ask what is the name of the second person joining you?
print 'Hi ' name2 ' its nice to meet you'
drink1 is ask what is your favorite choice of a softdrink?
drink2 is ask what is your second choose of a soft drink?
print 'Great i will be back with one ' drink1 ' and one ' drink2 ' 5 minutes later'
print 'Here is your ' drink1 name
print 'Here is your ' drink2 name2",% is ask % % % % % % % % % print % % % % % is ask % is % % % % % % % % % print % % is % % % % % % % % % % % is ask % is % % % % % % % % % % % print % % % % % % % % % % is ask % is % % % % % % % % print % % % % % % % % % % is ask % is % % % % % % % is ask % is % % % % % % % print % % % % % % % % % % % % % % % % % % print % is % % % % print % is % % % % 
"restaurant is ask what restaurant  are you gonna be dine in ?
print 'Welcome to ' restaurant 
waiter is ask what is the name of the person that was serving you?
print 'My name is ' waiter ' and i will be serving you tonight'
name is ask what is the name of the first person that will be joining you?
print 'Hi ' name ' its nice to meet you'
name2 is ask what is the name of the second person joining you?
print 'Hi ' name2 ' its nice to meet you'
drink1 is ask what is your favorite softdrink?
drink2 is ask what is your second choose of asoft drink?
print 'Great i will be back with one ' drink1 ' and one ' drink2 ' 5 minutes later'
print 'Here is your ' drink1 print name
print 'Here is your ' drink2 print name2",% is ask % % % % % % % % % print % % % % % is ask % is % % % % % % % % % print % % is % % % % % % % % % % % is ask % is % % % % % % % % % % % print % % % % % % % % % % is ask % is % % % % % % % % print % % % % % % % % % % is ask % is % % % % is ask % is % % % % % % print % % % % % % % % % % % % % % % % % % print % is % % % print % print % is % % % print % 
