code,level,processed_code
print '5 times 5 is ' 5 * 5,6,print % times % is % % * % 
"answer is ask What is 10 plus 10?
if answer is 20 print 'Yes!' else print 'Oops'",6,% is ask % is % % % if % is % print % % print % 
"answer is ask What is 678 plus 876545?
if answer is 0 print 'You are intelligent!' else print 'Your stupid!'",6,% is ask % is % % % if % is % print % % % % print % % 
print '5 times 5 is ' 7 % 5,6,print % times % is % % % % 
print '5 times 5 is ' 7 + 5,6,print % times % is % % + % 
"answer is ask What is 50 plus 50?
if answer is 100 print 'Yes!' else print 'Oops, please try again'",6,% is ask % is % % % if % is % print % % print % % % % 
print '5 times 5 is ' 2*2,6,print % times % is % % 
print 'would you like to know how much it is 5 times 25?',6,print % % % % % % % % is % times % 
answer is ask would you like to know how much it is 5 times 25?,6,% is ask % % % % % % % % is % times % 
"answer is ask would you like to know how much it is 5 times 25?
if answer is yes print 'it is ' 5*25",6,% is ask % % % % % % % % is % times % if % is % print % is % % 
"answer is ask would you like to know how much it is 5 times 25?
if answer is yes print 'it is ' 5*25 else print 'i cannot do it'",6,% is ask % % % % % % % % is % times % if % is % print % is % % % print % % % % 
print 5 times 5,6,print % times % 
"number1 is ask first number?
number2 is ask second number?
print '5 times 5 is ' 5 * 5",6,% is ask % % % is ask % % print % times % is % % * % 
"result is 5 * 5
print '5 times 5 is ' result",6,% is % * % print % times % is % % 
print '6 times 7 is' 6*7,6,print % times % % % 
"answer is ask What is times   ?
if answer is 50 print 'Yes!' else print 'Oops'",6,% is ask % is times % if % is % print % % print % 
"answer is ask 25 What is times 2   ?
if answer is 50 print 'Yes!' else print 'Oops'",6,% is ask % % is times % % if % is % print % % print % 
"print '5 times 5 is ' 5 * 5
print '6 times 6 is ' 6*6
",6,print % times % is % % * % print % times % is % % 
"print '10 times 10 is ' 10 * 10
print '10 divided by 10 is ' 10 / 10",6,print % times % is % % * % print % % % % is % % / % 
"print '5 times 5 is ' 5 * 5
print 5 * 5
",6,print % times % is % % * % print % * % 
"name is ask What is your name?
if answer is 'Akshay' print 'Wow' else print 'Meh'",6,% is ask % is % % if % is % print % % print % 
"pet is ask What is your favorite pet?
if pet is cat repeat 5 times print 'Wow' else repeat 3 times print 'Meh'",6,% is ask % is % % % if % is % repeat % times print % % repeat % times print % 
print '5  5 is ' 5 * 5,6,print % % is % % * % 
print '5 x 5 is ' 5 * 5,6,print % % % is % % * % 
print '5 * 5 is ' 5 * 5,6,print % * % is % % * % 
print 5 times 5 is 5 * 5,6,print % times % is % * % 
"print '5 times 5 is ' 5 * 5
print 20 - 3",6,print % times % is % % * % print % - % 
repeat 5 times print '5 times 5 is ' 5 * 5,6,repeat % times print % times % is % % * % 
print 4 times 5 '5 * 5',6,print % times % % * % 
