code,level,processed_code
"repeat 5 times
    print 'Hallo allemaal'
    print 'Dit wordt allemaal 5 keer herhaald'",7,repeat % % % % % % print % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
print '5 keer 5 is ' 5 * 5,7,print % % % % % % % is % % *% 
"antwoord is ask Hoeveel is 10 plus 10?
if antwoord is 20
    print 'Goedzo!'
    print 'Het antwoord was inderdaad ' antwoord
else
    print 'Foutje'
    print 'Het antwoord moest zijn ' antwoord",7,% % % % % % % % is ask % % % % % % % is % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
"kleur is ask Wat is je lievelingskleur?
if kleur is groen
    repeat 3 times
        print 'mooi!'
else
    repeat 5 times
        print 'niet zo mooi'",7,% % % % % is ask % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % repeat % % % % % % print % % % % % % % else repeat % % % % % % print % % % % % % % % % % % % 
"answer is ask What is 5 plus 5?
if answer is 10
    print 'Well done!'
    print 'Indeed, the answer was ' answer
else
    print 'Oops!'
    print 'Ths answer is ' answer",7,% % % % % % is ask % % % % is % % % % % % % if % % % % % % is % % print % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % print % % % % % % % % % % is % % % % % % % 
"repeat 5 times
    print 'Hello folks'
    print 'This will be printed 5 times'",7,repeat % % % % % % print % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % 
print '5 times 5 is ' 5 * 5,7,print % % % % % % % % is % % *% 
"color is ask What is your favorite color?
if color is green
    repeat 3 times
        print 'pretty!'
else
    repeat 5 times
        print 'meh'",7,% % % % % is ask % % % % is % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % repeat % % % % % % print % % % % % % % % % else repeat % % % % % % print % % % % % 
"antwoord is ask Hoeveel is 10 plus 10?
if antwoord is 20
    print 'Goedzo!'
    print 'Het antwoord was inderdaad ' antwoord
else
    print 'Foutje'
    print 'Het antwoord moest zijn 20'",7,% % % % % % % % is ask % % % % % % % is % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % 
"ans is ask wat is 10 keer 10
if ans is 20
    print 'goed zo'
    print 'het goede antwoord is 20'
else
    print 'fout'
    print 'het goede antwoord is 20'",7,% % % is ask % % % is % % % % % % % % if % % % is % % print % % % % % % % % print % % % % % % % % % % % % % % % % % is % % % else print % % % % % % print % % % % % % % % % % % % % % % % % is % % % 
"repeat 5 times
    print 'Hallo allemaal'
    print 'Dit wordt allemaal 5 keer herhaald'
    print 'dit is een dom programma'",7,repeat % % % % % % print % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % is % % % % % % % % % % % % % % % % 
"repeat 5 times
    print 'dikke vette huts!'",7,repeat % % % % % % print % % % % % % % % % % % % % % % % % 
"antwoord is ask Hoeveel is 23 x 54?
if antwoord is 1012
    print 'Goedzo!'
    print 'Het antwoord was inderdaad ' antwoord
else
    print 'Foutje'
    print 'Het antwoord moest zijn ' 1012",7,% % % % % % % % is ask % % % % % % % is % % % % % % if % % % % % % % % is % % % % print % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % 
"antwoord is ask Hoeveel is 140 plus 484?
if antwoord is 20
    print 'Goedzo!'
    print 'Het antwoord was inderdaad ' antwoord
else
    print 'Foutje'
    print 'Het antwoord moest zijn ' antwoord",7,% % % % % % % % is ask % % % % % % % is % % % % % % % % % % % if % % % % % % % % is % % print % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
